CCN,Penalty,SCR
240080,Y,7.4
240084,N,2.4
240088,N,4
240093,N,4.15
240100,Y,8.95
240101,N,3
240104,N,3
240106,Y,7.375
240115,N,5.225
240132,N,5.225
240141,Y,8
240166,Y,8
240187,N,7
240196,N,6
240206,N,7
240207,N,4.675
240210,N,2.7
240213,N,6
240214,N,5
250001,Y,8.05
250002,N,5
250004,N,5.225
250006,N,5
250007,N,5.4
250009,N,6.725
250010,N,6
250012,N,6
250015,N,3.8
250017,N,6
250018,Y,8.95
250019,N,4.675
250020,N,5
250025,N,4
250027,N,6
250031,N,6.55
250034,Y,7.2
250036,N,5
250038,N,5
250040,N,5.575
250042,N,3.1
250043,N,6
250044,N,2.05
250048,N,6.95
250049,N,5
250050,Y,7.55
250051,N,7
250057,N,3
250058,Y,8.975
250059,N,5
250060,N,7
250061,N,6
250067,N,4
250069,N,6.3
250072,N,3.65
250077,N,3.1
250078,N,4.925
250079,N,7
250081,Y,8
250082,Y,7.2
250084,N,1.35
250085,N,5
250093,Y,9
250094,N,4.8
250095,N,5
250096,Y,8.05
250097,N,5.975
250099,N,4.6
250100,N,3.95
250102,N,6.55
250104,N,3.95
250117,Y,8
250122,N,1
250123,N,6.425
250124,N,7
250126,N,5
250127,Y,8.95
250128,N,4
250134,N,7
250136,N,7
250138,N,5.65
250141,Y,9.35
250151,N,7
250152,Y,10
250162,N,2
260001,N,6.575
260004,N,7
260005,N,6.925
260006,N,3.95
260009,N,4.75
260011,N,4.9
260015,N,3.45
260017,Y,10
260020,N,5.75
260022,N,1.975
260023,N,4.3
260024,Y,9
260025,N,6.25
260027,Y,8.35
260032,Y,7.4
260034,N,6
260040,N,4.575
260047,N,6.225
260048,Y,9.025
260050,N,6
260052,N,5.1
260057,N,3
260059,N,3
260061,N,4
260062,N,5.35
260064,N,3
260065,N,4.375
260068,N,3.375
260070,N,1.7
260074,N,2
260077,N,5.425
260078,N,6.1
260080,N,7
260081,N,5.35
260085,N,2.35
260091,N,4.375
260094,Y,7.25
260095,Y,8.325
260096,N,4.275
260097,N,5
260102,N,7
260104,N,5.725
260105,Y,7.4
260108,N,6.95
260110,Y,8.65
260113,N,2.05
260116,N,3
260119,N,6.75
260137,N,5.075
260138,Y,7.375
260141,N,6.725
260142,N,5
260147,N,7
260160,N,5
260162,Y,10
260163,N,7
260175,N,5
260176,N,5.7
260177,N,5.35
260179,N,4.8
260180,N,6.75
260183,N,6.375
260186,N,3.325
260190,Y,7.9
260191,N,4.725
260193,N,6.725
260195,N,1
260200,Y,8.25
260207,Y,8
260209,N,6
260210,N,6.65
260214,N,3
260216,N,6.975
260219,Y,10
260227,N,7
260228,Y,8.25
270003,N,5.05
270004,N,4.9
270012,Y,7.575
270014,Y,8.65
270017,N,6.05
270023,N,2.4
270032,Y,9
270049,Y,7.3
270051,N,5.275
270057,N,5.725
270074,N,6
270086,N,2
270087,N,4
280003,N,6.325
280009,N,4
280013,Y,8
280020,N,6.05
280023,N,6.75
280030,Y,7.35
280032,Y,8
280040,N,6.425
280060,N,4.9
280061,N,3.1
280065,Y,8.95
280077,N,7
280081,N,5.875
280105,N,5
280111,N,3
280119,Y,8.95
280125,Y,9.65
280127,N,3
280128,N,1
280129,N,4
280130,N,4.625
280131,N,5
280132,N,2.05
280133,N,7
290001,Y,7.025
290002,N,7
290003,N,5.725
290005,Y,7.925
290006,N,2
290007,Y,9.35
290008,N,2
290009,N,6.325
290012,N,4.675
290019,N,4.425
290020,Y,8.95
290021,Y,7.35
290022,N,1.975
290032,Y,9
290039,Y,7.975
290041,N,3.675
290042,Y,8.95
290045,N,6.375
290046,N,6.675
290047,Y,8.65
290049,N,6.25
290051,N,6
290053,N,2.35
290054,N,4.425
300001,N,4.925
300003,N,6.75
300005,N,1.7
300011,N,4.15
300012,Y,7.35
300014,N,7
300017,N,5
300018,N,3.025
300019,N,6.7
300020,N,5.025
300023,N,3.275
300029,N,3.95
300034,Y,8.975
310001,Y,7.375
310002,Y,8.05
310003,N,6.7
310005,N,4.325
310006,Y,8.65
310008,N,6.7
310009,N,5.575
310010,N,5.075
310011,N,2.75
310012,N,6.55
310014,N,6.4
310015,N,3.7
310016,N,4.75
310017,N,6.425
310019,N,5.325
310021,N,5.775
310022,N,2.95
310024,N,1
310025,N,5.875
310027,N,6.625
310028,N,2.625
310029,N,4.6
310031,N,2.95
310032,Y,7.4
310034,N,5.975
310038,Y,9.025
310039,Y,7.975
310040,Y,7.95
310041,N,3.95
310044,Y,9.675
310045,N,3.275
310047,N,6.575
310048,Y,7.05
310050,N,3.275
310051,Y,9.025
310052,Y,9.3
310054,N,6.225
310057,N,1.675
310058,Y,7.6
310060,N,6.725
310061,N,5.675
310064,N,5.575
310069,N,4
310070,Y,7.7
310073,N,4.65
310074,N,3.3
310075,Y,7.65
310076,N,5.45
310081,N,4.575
310083,N,1.65
310084,N,5.325
310086,N,4.35
310091,N,6.9
310092,N,6.35
310096,N,6.575
310108,Y,8.05
310110,Y,8.375
310111,Y,8.675
310112,N,4.575
310113,Y,7.35
310115,N,4.15
310118,Y,7.35
310119,Y,9.35
310130,Y,10
320001,Y,7.675
320002,N,1.35
320003,N,4
320004,N,4.3
320005,N,6.625
320006,Y,7.6
320009,N,5.675
320011,N,4
320013,Y,10
320016,Y,10
320017,N,1.7
320018,N,6.725
320021,Y,7.025
320022,N,2.75
320030,Y,8
320033,Y,10
320038,N,2
320057,N,7
320058,N,7
320059,Y,8
320060,N,6
320061,N,1.35
320062,N,7
320063,N,1.35
320065,N,1.35
320067,N,7
320070,N,7
320074,N,5
320084,Y,8
320085,N,4.275
320086,N,3
320089,N,6
330003,N,4.3
330004,N,1.35
330005,Y,8.35
330006,Y,7.9
330008,Y,8
330009,N,5.375
330011,N,3.8
330013,N,6.675
330014,N,6.9
330019,N,3.6
330023,N,5.275
330024,N,5.4
330027,N,3.95
330028,N,5.75
330030,N,3.675
330033,Y,8
330043,Y,7.025
330044,Y,7.675
330045,N,6.225
330046,Y,8.375
330047,N,1
330049,N,2
330053,Y,8
330055,N,4.625
330056,Y,8.675
330057,N,3.95
330058,N,4.75
330059,Y,7.4
330061,N,5.925
330065,N,3.625
330067,N,3.325
330073,N,5.3
330074,N,6
330078,N,4.9
330079,Y,7.4
330080,N,4.575
330084,Y,8
330085,N,5.05
330086,Y,10
330088,N,5
330090,N,3.275
330094,Y,7.4
330096,Y,8
330100,N,5
330101,N,6.95
330102,Y,7.375
330103,N,5.65
330104,N,6.225
330106,Y,8.375
330107,N,3.45
330108,N,1.35
330111,N,6
330115,N,2.05
330119,Y,9.025
330125,N,5.425
330126,N,4.95
330127,Y,7.725
330128,N,6.575
330132,N,5
330135,N,1
330136,N,5.625
330140,N,5.05
330141,N,4.25
330144,N,5
330151,Y,9
330153,Y,8.325
330157,N,4.325
330158,N,6.025
330160,Y,7.075
330162,Y,8.325
330163,N,3.925
330164,Y,8.275
330166,N,7
330167,N,5.375
330169,N,4.375
330175,N,6.4
330180,N,5.9
330181,N,6.95
330182,N,6.3
330184,Y,7.625
330185,N,5.875
330188,Y,9
330191,N,5.9
330193,N,6.225
330194,N,6.4
330195,N,6.675
330196,Y,7.925
330197,N,3
330198,N,4.95
330199,N,4.675
330201,N,6.875
330202,Y,9.025
330203,Y,9.325
330204,N,5.375
330205,N,3.45
330208,N,6.2
330211,N,2
330213,Y,8
330214,N,6.375
330215,N,5.025
330218,N,1.7
330219,N,5.25
330221,Y,8.05
330222,Y,7.075
330223,Y,10
330224,N,4
330226,N,5.275
330229,N,7
330231,N,6.925
330232,N,4.025
330233,Y,9.65
330234,N,6.725
330235,N,2
330236,N,7
330238,N,2
330239,N,6.525
330240,N,3.375
330241,Y,7.4
330245,Y,7.075
330246,N,5.625
330249,N,2
330250,Y,7.7
330259,N,4.7
330261,N,5.05
330263,Y,8
330264,N,5.225
330265,N,5
330267,N,3.1
330268,N,5
330270,N,1
330273,N,3.8
330276,N,3.45
330277,N,2
330279,N,6
330285,Y,7.375
330286,N,5.625
330304,N,4.7
330306,N,6.05
330307,N,6.025
330331,Y,7.675
330332,Y,7.225
330340,N,4.75
330350,Y,7.075
330353,N,4.575
330372,N,6.6
330385,Y,7.25
330386,N,3.8
330387,Y,10
330393,Y,8.7
330394,N,3.725
330395,Y,8.05
330396,N,4.625
330397,N,3.325
330399,N,6.375
330401,N,5.3
330403,N,7
330404,N,6
330405,N,6
330406,N,6
330408,Y,10
330409,Y,8.95
340001,Y,7.575
340002,N,3.6
340003,N,1
340004,N,4.275
340008,N,1.35
340010,N,5.55
340011,N,5
340013,Y,8.6
340014,N,6.025
340015,N,3.975
340016,N,2.4
340017,N,2.75
340020,N,3.8
340021,Y,7.35
340023,N,1
340024,N,5
340027,N,6.4
340028,Y,8.975
340030,N,7
340032,N,6.05
340036,Y,8
340037,N,1.35
340039,N,3.375
340040,Y,9.35
340041,N,4.75
340042,N,1.65
340047,N,5.425
340049,N,4
340050,Y,9.325
340051,N,3.375
340053,N,6.425
340060,N,2.4
340061,Y,7.375
340064,N,4.7
340068,N,1.35
340069,Y,8.025
340070,Y,8.625
340071,N,2.4
340073,N,3.275
340075,N,5.575
340084,N,5
340085,N,6.4
340087,N,5.35
340090,N,2
340091,N,2.975
340096,N,2.75
340097,N,3
340098,N,6.975
340099,Y,7.9
340106,N,6
340107,N,5.375
340109,Y,9
340113,N,4.9
340114,N,2.975
340115,N,6.1
340116,N,3.925
340119,N,1.7
340120,N,3
340123,N,1.975
340126,N,3.6
340127,N,4
340129,N,3.325
340130,N,4.25
340131,N,4.575
340132,N,3.8
340133,N,2.4
340141,N,5.1
340142,Y,8.625
340143,N,7
340144,N,4.6
340145,N,5.875
340147,Y,7.725
340148,N,3
340151,N,3.1
340153,N,1
340155,N,4.6
340156,N,7
340158,N,7
340159,N,7
340160,N,7
340166,N,5.9
340168,Y,8.95
340171,N,3.6
340173,N,6.95
340183,N,3.975
340184,Y,8
340186,N,2
350002,N,6.375
350006,N,6.725
350011,N,4.625
350015,N,3.625
350019,N,5.125
350063,N,7
350070,Y,9
360001,N,3.925
360002,N,5
360003,Y,8.05
360006,N,4.3
360008,N,2.325
360009,N,2.4
360010,N,6.2
360011,N,2.3
360012,Y,8.025
360013,N,7
360014,N,6
360016,N,6.225
360017,N,6.35
360019,Y,7.7
360020,N,6.1
360025,N,4.25
360026,N,2.05
360027,Y,7.05
360029,N,6
360032,N,4
360035,N,5.7
360036,N,2
360037,Y,7.6
360039,N,5.225
360040,N,3
360041,N,5.675
360044,N,3
360046,Y,8
360048,Y,7.725
360051,Y,7.075
360052,Y,8.375
360054,N,3.1
360055,Y,8.35
360056,N,3.275
360058,N,3
360059,Y,8.7
360064,N,5.125
360065,N,6.2
360066,N,3.65
360068,N,5.3
360070,N,5.625
360071,Y,8
360072,N,4.725
360074,N,5.75
360075,N,5.7
360076,N,1
360077,N,3.6
360078,N,6.65
360079,N,6.675
360080,N,3.8
360081,Y,7.6
360082,Y,7.7
360084,N,3.925
360085,Y,7.05
360086,N,3.95
360087,N,4
360089,N,3
360090,N,3.775
360091,N,4.625
360092,N,3
360095,N,2
360096,N,1.7
360098,N,5.6
360107,N,6
360109,Y,9
360112,Y,8.35
360116,N,5
360118,N,2.7
360121,N,7
360123,N,1.35
360125,N,2.05
360131,N,3
360132,N,2.35
360133,N,5.1
360134,N,5.025
360137,N,5.35
360141,N,4.35
360143,Y,7.725
360144,N,4.975
360145,N,2.3
360147,N,3.275
360148,N,7
360150,N,5.575
360151,N,5.3
360152,N,4.1
360153,N,6
360155,N,3.975
360156,N,7
360159,Y,8.675
360161,N,3.725
360163,N,5.45
360170,N,2.4
360172,N,2.95
360174,N,3.95
360175,N,2.75
360179,N,2.975
360180,Y,8.7
360185,N,3.7
360189,N,4
360192,N,4.675
360195,Y,8
360197,Y,8.35
360203,N,4.425
360210,N,1
360211,N,6.025
360212,N,3.325
360218,N,1
360230,N,5.375
360234,N,6.55
360236,N,5.6
360239,N,5.975
360245,N,7
360247,Y,8.95
360259,N,2.05
360261,N,6
360262,N,6.85
360263,N,4
360266,N,2
360270,N,4
360274,N,4
360276,N,6.75
360348,N,2
360351,N,2
360352,N,4
360354,N,4.3
360355,N,4
360358,N,7
360359,Y,7.35
360360,N,6.7
360361,Y,10
370001,N,4.725
370002,Y,9
370004,N,4
370006,N,4.35
370007,Y,8
370008,N,6.9
370011,N,6
370013,N,6.275
370014,N,1
370015,N,4
370016,N,5.05
370018,N,2.95
370019,N,2.4
370020,N,3.95
370022,Y,8
370023,N,4.65
370025,N,1.35
370026,N,1.975
370028,N,2.625
370029,N,4
370030,Y,9
370032,N,1
370034,N,2.05
370036,N,6
370037,Y,7.65
370039,N,1.35
370040,Y,8
370041,N,7
370047,Y,7.05
370048,N,5
370049,N,5
370051,N,6
370054,Y,9
370056,N,2.95
370057,N,7
370065,N,7
370072,N,6
370078,N,4.675
370080,N,6
370083,N,6
370089,N,2.65
370091,N,6.4
370093,Y,7.075
370094,N,3.675
370097,N,6.4
370099,Y,8
370100,N,3
370103,N,6
370106,N,2.625
370112,N,6
370113,N,1.7
370114,N,6.3
370138,N,6
370139,N,6
370149,N,5.1
370153,N,4
370156,N,7
370158,N,5
370166,N,4
370169,N,7
370170,N,7
370171,Y,9
370172,N,6
370173,N,6
370178,N,4
370180,Y,10
370183,N,6
370190,N,5.95
370192,N,5
370199,N,6
370201,N,5
370202,Y,10
370203,N,5
370206,N,3
370210,N,1
370211,N,4.3
370212,N,4
370214,Y,8.95
370215,N,4.6
370216,N,1
370218,N,1
370220,N,6
370222,N,1
370225,Y,10
370227,N,4
370228,N,7
370229,N,5
370233,N,7
370234,N,2.35
370235,N,1
370236,N,5
380001,Y,8
380002,N,4.6
380004,Y,7.35
380005,Y,9
380007,Y,7.725
380009,N,6.75
380014,N,3.325
380017,Y,8.7
380018,N,3.925
380020,N,5.425
380021,N,4.15
380022,Y,8.375
380025,Y,8.65
380027,N,2.975
380029,Y,9
380033,N,6
380037,Y,8
380038,N,5
380040,N,1
380047,N,5.9
380050,N,5.775
380051,N,5.65
380052,N,5
380056,Y,8
380060,N,5.4
380061,N,4.425
380071,Y,8
380075,N,6.4
380082,N,3
380089,N,1
380090,N,4.15
380091,N,3.625
380102,N,5.7
390001,N,3.6
390002,N,6.575
390003,N,4
390004,N,5.725
390006,Y,7.725
390008,N,3
390009,Y,10
390012,N,3.95
390013,N,4.6
390016,N,3.6
390019,Y,9
390025,N,7
390026,N,5.675
390027,N,5.725
390028,N,6.025
390030,N,1.7
390031,Y,7.2
390032,N,7
390035,Y,10
390036,Y,8.05
390037,N,4.975
390039,N,2.05
390041,N,3.925
390042,N,4.6
390043,N,2
390044,N,6.7
390045,N,3.6
390046,N,4.6
390048,Y,8.05
390049,Y,7.075
390050,N,5.75
390052,N,1.7
390056,N,7
390057,Y,9.35
390058,N,2.75
390061,N,6.925
390062,Y,9
390063,N,6.375
390065,N,3.8
390066,N,5.45
390067,N,6.075
390068,N,3
390070,Y,7.35
390071,N,5
390072,N,3.6
390073,N,4.575
390076,Y,8.25
390079,N,3.6
390080,N,5.6
390081,N,2.675
390084,N,3
390086,N,1
390090,N,5.7
390091,N,7
390093,Y,8
390096,Y,7.4
390097,N,4.65
390100,N,5.725
390101,Y,9
390102,N,6.4
390104,N,5
390107,Y,7.05
390110,Y,8.375
390111,Y,8.375
390112,N,4
390113,N,6.6
390114,Y,7.075
390115,N,7
390116,N,2.975
390117,N,2
390118,N,6
390119,N,5.075
390122,N,4
390123,N,6.925
390125,N,4
390127,N,6.625
390130,N,5
390132,Y,8.95
390133,Y,8
390137,N,3.925
390138,Y,9
390139,Y,7.375
390142,Y,7.4
390145,N,6.3
390146,N,5
390147,N,5.575
390150,N,3
390151,Y,7.25
390153,N,5.75
390154,N,1.35
390156,N,6
390157,N,2
390160,N,2.4
390162,N,5.45
390163,N,6.725
390164,Y,7.4
390168,Y,8.025
390173,N,3
390174,Y,7.05
390178,N,5.775
390179,N,4.925
390180,N,6.75
390183,N,6
390184,N,4
390185,N,2.95
390192,N,4
390194,N,3
390195,N,5.7
390197,N,6.7
390198,N,5.95
390199,N,3
390201,N,6.575
390203,N,1.65
390204,N,3.95
390211,N,1.65
390217,N,6.9
390219,N,4.275
390220,N,1
390222,Y,8.3
390223,N,5.625
390225,Y,7.05
390226,Y,7.375
390228,N,3.35
390231,N,5.675
390233,N,5.225
390236,N,4
390237,N,5.7
390256,Y,8.05
390258,N,6.2
390263,Y,8.65
390265,N,1.325
390266,Y,8
390267,Y,7.375
390268,N,5.375
390270,N,6.4
390272,N,7
390278,N,6
390290,N,5.775
390302,Y,8.95
390304,N,5.35
390307,N,6
390312,Y,7.25
390314,N,7
390316,N,3
390321,Y,9
390322,N,3
390323,N,5
390324,N,5
390325,N,3
390326,N,6.25
390327,N,7
390328,N,6.675
390329,N,2.975
410001,N,4.775
410004,N,6.3
410005,Y,8.35
410006,N,4.7
410007,Y,8.05
410008,N,2.95
410009,N,6.2
410010,N,4.75
410011,N,5.05
410012,N,6.95
410013,Y,8.65
420002,N,2.95
420004,Y,8.7
420005,N,2
420007,Y,8.325
420009,N,3.8
420010,N,6.025
420011,N,4
420015,N,5.45
420016,N,5
420018,Y,8.025
420019,Y,8
420020,N,5.25
420023,N,5.375
420026,Y,7.2
420027,N,5.225
420030,N,1
420033,N,1.35
420036,N,4.375
420037,N,6
420038,N,5.4
420039,N,2.75
420043,Y,7.6
420048,Y,8.95
420049,N,5
420051,N,4.9
420053,N,1.7
420054,N,7
420055,N,2.05
420057,N,6
420062,Y,9
420065,Y,7.6
420066,N,5
420067,N,6.375
420068,Y,7.2
420069,N,2.4
420070,N,3.625
420071,N,5.975
420072,N,4
420073,N,4.625
420078,N,6.3
420079,N,6.6
420080,N,6.4
420082,Y,8.375
420083,N,4.975
420085,N,4.025
420086,Y,8.35
420087,N,6.2
420089,N,4
420091,N,4.35
420098,N,1
420101,N,4
420102,N,5
420103,N,4
420104,N,3
420105,N,3.1
430005,Y,9
430008,N,6
430012,N,1
430013,Y,8
430014,N,1
430015,N,3
430016,N,3.3
430027,N,6.725
430048,N,6
430077,N,6.05
430081,N,6
430083,N,7
430084,N,7
430089,N,4
430090,N,3
430091,Y,9
430092,N,4
430093,N,4
430094,Y,8
430095,N,1.7
430096,N,5
430097,N,4
440001,N,3
440002,N,4.625
440003,N,4.7
440006,N,3.6
440007,N,5
440008,N,4
440009,N,4.575
440010,N,6
440011,N,2.7
440012,N,3.7
440015,Y,7.725
440016,N,5
440017,Y,7.625
440018,N,1.35
440020,N,6
440025,N,2.4
440029,N,2.75
440030,N,6.25
440031,N,2
440032,N,7
440033,Y,8.95
440034,N,6.275
440035,N,5.65
440039,N,4.3
440040,N,6
440046,N,3.65
440047,N,6
440048,Y,8.05
440049,N,6.375
440050,N,1.35
440051,N,4
440053,N,5.625
440056,N,3
440057,N,6
440058,N,6.85
440059,N,6.975
440060,N,3
440061,N,3
440063,N,5.35
440064,N,3
440065,N,3.325
440067,N,3.45
440068,N,5
440070,N,6
440072,N,1
440073,N,5.55
440081,N,4.575
440082,N,6.275
440083,N,6
440084,N,2.05
440091,N,5.875
440102,N,7
440104,Y,9.35
440109,N,2
440110,N,3
440111,N,5.6
440120,N,6.95
440125,Y,7.225
440130,N,1
440131,N,4
440132,N,6.85
440133,Y,7.7
440137,N,5.4
440141,Y,8
440144,N,2.4
440148,N,4
440150,N,5.6
440151,N,1.7
440152,Y,9.675
440153,N,2.75
440156,Y,7.25
440159,N,4
440161,N,4.6
440168,Y,8
440173,Y,8
440174,N,6
440175,Y,9
440176,N,3.75
440180,N,3
440181,N,6
440182,N,4
440183,N,5.55
440184,N,4.65
440185,N,5.425
440187,Y,8
440189,N,1
440192,N,6
440193,N,4
440194,Y,7.65
440197,Y,8.6
440200,N,6
440218,N,4
440227,Y,8.275
440228,N,3.35
440231,N,7
450002,Y,7.725
450005,N,2
450007,N,5.3
450010,N,3.325
450011,N,4.625
450015,Y,8.675
450018,Y,7.4
450021,Y,8.05
450023,N,2.3
450024,Y,9.675
450028,N,4.975
450029,N,4.925
450032,N,4.15
450033,N,6.975
450034,N,3.275
450035,N,6.1
450037,N,6.275
450039,Y,8.05
450040,N,5.7
450042,N,5.325
450044,Y,7.375
450046,N,6.225
450051,N,4.6
450052,Y,8
450054,Y,8.325
450055,N,4
450056,Y,8.65
450058,N,4.325
450064,N,4.275
450068,N,4.275
450072,N,1
450073,N,6
450078,N,6
450079,N,4.975
450080,N,6
450082,N,2.05
450083,N,5.875
450085,N,5
450087,Y,8
450090,N,4
450092,N,2.05
450097,N,5.95
450099,N,2.4
450101,N,4.775
450102,N,4.25
450104,N,4.65
450107,N,4.05
450108,N,7
450119,N,2.95
450124,Y,8.3
450128,N,3.6
450130,Y,9.65
450132,N,4.025
450133,N,4.375
450135,N,3.925
450137,Y,7.4
450143,N,5
450144,Y,8
450147,N,3.925
450148,Y,7.05
450152,N,3.8
450154,N,1
450155,N,5
450162,N,5
450163,N,4.625
450165,N,2.4
450176,Y,7.3
450177,N,1.7
450178,N,5
450184,N,4.25
450187,N,3
450188,N,5
450192,Y,10
450193,N,5.7
450194,Y,10
450196,N,3.975
450200,N,6
450203,N,1.35
450209,N,5.1
450210,N,6
450211,N,1.7
450213,Y,8.05
450214,N,6
450219,N,2
450221,N,7
450222,N,6.575
450229,N,4.65
450231,N,5.425
450235,N,4
450236,N,1
450237,N,5.6
450241,N,7
450243,N,7
450253,N,6
450270,N,6
450271,N,5.275
450272,N,6
450280,N,6.75
450289,N,6.425
450292,Y,10
450293,N,7
450296,Y,9
450299,Y,7.95
450306,N,7
450324,N,3.725
450330,N,4.65
450340,N,2.75
450346,N,5.55
450347,N,3.1
450348,N,6
450351,Y,10
450352,N,2.75
450358,N,4.6
450369,N,5
450370,N,5
450372,N,4.15
450373,N,7
450379,Y,7.325
450388,N,5.925
450389,N,1
450395,Y,8
450399,N,6
450400,N,5
450403,N,5.725
450411,N,4
450419,N,5
450422,N,3
450424,N,2.625
450431,N,4.925
450446,N,7
450447,N,1.35
450451,N,5
450460,N,6
450462,Y,7.375
450465,Y,8
450469,N,2.95
450475,Y,7.55
450484,N,4.975
450488,N,7
450489,N,5
450497,N,5
450498,N,6
450508,N,5.425
450518,N,4.25
450537,N,4.725
450539,Y,8
450558,N,4.75
450563,Y,8.025
450565,N,3
450571,N,4.9
450573,N,6
450578,N,7
450580,N,2
450584,N,7
450586,N,6
450587,N,1
450591,N,3
450596,N,2.4
450597,N,4
450604,N,1
450605,N,4
450610,N,3.275
450617,N,2.3
450620,N,6
450634,N,2.975
450638,N,6.875
450639,N,2.975
450641,N,6
450643,N,4.575
450644,N,5.3
450647,Y,7.05
450651,Y,7.4
450653,Y,8
450654,N,5
450656,N,3.4
450658,N,6
450659,N,4.35
450661,Y,8.35
450662,N,6.525
450668,N,5.425
450669,N,3.975
450670,Y,7.275
450672,N,5.625
450674,N,5.1
450675,Y,8.275
450677,N,4.25
450678,N,3.325
450684,N,4.6
450686,N,4.975
450688,N,1
450690,N,4
450694,N,5
450697,N,6.25
450698,N,7
450702,N,4.925
450709,Y,7.675
450711,Y,7.65
450713,Y,7.05
450716,Y,8
450718,N,6.875
450723,N,5.625
450730,Y,9.025
450742,N,2.4
450743,N,5.05
450746,N,7
450747,N,2.05
450749,N,6
450754,N,5
450755,Y,9
450766,N,3.3
450770,Y,8.6
450771,N,5.25
450774,N,4
450775,Y,9.65
450779,N,4.6
450780,N,5
450788,N,3.6
450795,N,4
450796,N,5
450797,N,7
450801,N,4.325
450803,Y,7.2
450804,N,2
450808,N,5
450809,N,4.6
450820,N,2.3
450822,N,3.975
450825,N,4
450827,N,3
450828,N,1
450831,N,7
450832,N,4.65
450833,N,6
450834,N,5
450840,N,2.75
450844,N,1.65
450845,Y,9
450847,N,2.625
450848,N,6.225
450851,N,3.325
450853,Y,8
450855,N,5.225
450856,N,3
450860,N,5
450862,N,4.925
450864,N,7
450865,N,6
450867,Y,10
450869,N,5.35
450871,N,2
450872,N,1
450874,N,5
450875,N,2
450876,N,1
450877,N,5
450880,N,2
450883,N,6
450884,N,5
450885,N,6.1
450888,N,7
450889,N,6
450890,Y,7.025
450891,Y,8
450893,N,7
450894,N,4
460001,Y,8.375
460003,Y,10
460004,Y,8.025
460005,Y,7.675
460006,Y,9.35
460007,N,3.1
460009,Y,7.675
460010,Y,7.075
460011,Y,9
460013,N,2
460014,N,7
460015,N,4.3
460017,N,2
460019,N,3
460021,N,5.4
460023,Y,9
460026,N,4
460030,Y,8
460033,N,7
460035,N,7
460039,Y,9
460041,N,5.95
460042,N,6.05
460043,N,7
460044,Y,9
460047,Y,8.7
460049,Y,9
460051,N,3.625
460052,N,3.625
460054,N,6
460057,Y,8
460058,Y,10
470001,N,6.9
470003,N,3.95
470005,N,2.675
470011,N,1
470012,N,4
470024,N,7
490001,N,2.05
490002,N,4
490004,N,4.675
490005,N,3.275
490007,Y,7.05
490009,Y,8.35
490011,Y,8.7
490013,Y,8.25
490017,N,2.65
490018,N,6.275
490019,N,6.4
490020,N,5.725
490021,Y,7.7
490022,N,5.3
490023,N,6.75
490024,Y,8.05
490032,Y,8.05
490033,N,6
490037,N,1.35
490038,N,3
490040,N,2.325
490041,N,5.95
490042,N,1.35
490043,N,1.975
490044,N,2.3
490045,N,6.7
490046,N,3.925
490048,N,3.925
490050,N,4.275
490052,N,5.925
490053,N,4
490057,N,5.35
490059,Y,7.05
490060,N,1.7
490063,Y,7.7
490066,N,3.275
490067,N,2.675
490069,Y,8
490075,Y,7.725
490077,N,1.35
490079,N,5.55
490084,Y,8
490088,N,5
490089,N,6
490090,N,5.3
490092,N,4
490093,N,4.9
490094,N,5
490097,N,2.4
490098,N,4.3
490101,N,2.95
490104,Y,10
490105,N,7
490106,N,7
490107,N,2.7
490109,N,7
490110,N,7
490111,Y,8
490112,N,5.725
490113,N,5.425
490114,N,2.75
490115,N,5
490116,N,6.4
490117,N,6
490118,N,6.7
490119,N,2.975
490120,N,5.3
490122,N,3.6
490123,Y,10
490126,Y,7.65
490127,N,6
490129,Y,10
490130,N,6.05
490134,N,7
490135,Y,8.95
490136,N,5.45
490140,Y,7.7
490141,Y,8
490143,Y,9.3
500001,Y,7.6
500002,N,4
500003,Y,8.025
500005,N,6.7
500007,N,3
500008,N,4.3
500011,N,2.05
500012,Y,7.675
500014,N,5.35
500015,Y,7.075
500016,N,3.375
500019,N,3.8
500021,N,4.15
500024,N,3.95
500025,Y,7.725
500026,N,4.425
500027,Y,7.725
500030,Y,7.675
500031,N,6
500033,Y,9
500036,N,3.7
500037,N,6
500039,N,3.925
500041,N,6.875
500044,Y,9.675
500049,N,7
500050,Y,7.65
500051,N,5.675
500053,Y,7.3
500054,Y,8.35
500058,N,6.75
500060,N,5
500064,Y,7.725
500072,N,3.725
500077,N,6.65
500079,N,6.75
500084,N,4
500088,N,6.1
500108,N,5.75
500119,N,5.075
500124,N,5.65
500129,N,6.425
500139,N,6.725
500141,N,3.05
500148,Y,8
500150,N,6.625
500151,N,6.35
500152,N,6
510001,N,4.475
510002,N,4.95
510006,N,1.975
510007,N,4.65
510008,N,1.35
510012,N,5
510013,N,2.05
510022,N,6.4
510023,N,6.875
510024,N,3.3
510029,Y,7.65
510030,N,2
510031,N,3.925
510038,N,4
510039,Y,9.65
510046,N,3.975
510047,N,1.35
510048,N,3.675
510050,N,2.95
510053,Y,9
510055,Y,7.325
510058,Y,7.375
510062,N,6.725
510070,N,5.775
510071,N,3.325
510072,Y,9
510077,N,2.05
510082,N,7
510085,Y,7.55
510086,N,5
520002,Y,7.25
520004,N,2.05
520008,N,4.075
520009,N,5.6
520011,N,3
520013,N,3.8
520017,N,6
520019,Y,9
520021,N,2
